Test Set #1
19 to 12: 3
 4 to 17: 4
15 to 17: 3
 4 to 15: 3
 3 to  1: 5
 1 to 14: 4
 4 to  9: 6
15 to  4: 3
13 to 12: 5
 2 to  9: 3
15 to 11: 4
20 to 13: 2
 2 to  4: 5
17 to  1: 5
14 to 17: 5
 4 to 10: 5
13 to  7: 5
 1 to 18: 3
 1 to  6: 3
18 to 12: 2
13 to 10: 4
13 to 14: 4
12 to  6: 2
14 to  5: 1
 5 to 17: 4
13 to 16: 5
 8 to 18: 3
11 to 13: 4
13 to 16: 5
 2 to  1: 4
 3 to 10: 3
18 to 19: 3
 8 to 19: 6
 9 to  2: 3
 7 to  9: 4
 5 to 10: 1
 4 to  3: 2
16 to 20: 3
15 to  9: 3
16 to  6: 2
 9 to  8: 5
10 to  4: 5
 8 to 14: 4
 6 to 11: 3
 5 to 11: 3
10 to 15: 2
15 to 14: 2
 1 to 12: 1
18 to  3: 2

Test Set #107
13 to 12: 3
15 to  1: 3
20 to 17: 2
16 to 20: 5
18 to 14: 4
 2 to  8: 1
 3 to 11: 3
 3 to 10: 1
13 to  4: 4
20 to 12: 5
12 to  9: 2
12 to  3: 4
12 to 14: 1
19 to 20: 4
14 to  2: 2
10 to 20: 3
19 to  7: 2
13 to 18: 6
13 to 20: 6
10 to 16: 2
15 to  6: 2
13 to 15: 5
18 to 16: 1
 1 to 20: 4
 4 to  1: 2
 5 to  7: 3
 6 to 20: 3
13 to  6: 3
 4 to 12: 3
19 to 14: 3
13 to  9: 1
 4 to 12: 3
 3 to  5: 3
 9 to 20: 5
 2 to 13: 2
19 to 16: 3
 8 to 12: 4
19 to 16: 3
 7 to 18: 2
 4 to 12: 3
 3 to 15: 3
 6 to  4: 1
 2 to  4: 3
 5 to  2: 2
20 to 11: 5
 1 to  6: 1
 7 to 16: 1
10 to  6: 1
18 to  8: 5
 6 to  9: 2
 9 to 13: 1
 5 to  1: 3
16 to  5: 4
13 to 14: 2
 3 to 15: 3
 6 to 12: 2
 4 to 16: 3
 2 to  4: 3
16 to 17: 5
14 to 10: 2
12 to 14: 1
16 to 14: 4
 5 to  9: 3
15 to 19: 3
 3 to 15: 3
10 to 16: 2
 8 to 11: 5
13 to  7: 5
 3 to  2: 5
20 to 19: 4
15 to  7: 3
 5 to  4: 1
10 to  4: 1
20 to  6: 3
18 to  1: 4
17 to  6: 3
 3 to 19: 2
 2 to 19: 5
 4 to  3: 2

Test Set #108
17 to 19: 3
15 to  7: 1
14 to 16: 3
 1 to  8: 3
11 to 15: 5
14 to  2: 3
20 to 14: 4
 1 to  2: 2
 1 to 11: 1
 1 to  2: 2
14 to  4: 2
19 to 14: 2
 7 to  6: 3
 3 to 12: 2
18 to  4: 4
 1 to  5: 3
11 to 17: 3
16 to 17: 3
15 to 17: 4
 3 to  2: 3
12 to  7: 4
19 to  3: 3
 9 to 13: 3
 3 to  7: 4
 9 to 19: 2
18 to 19: 3
11 to 20: 2
18 to  1: 5
13 to  6: 1
 9 to 17: 2
 4 to  7: 2
 8 to  1: 3
17 to 12: 1

Test Set #109
 4 to  6: 3
15 to 11: 3
15 to  4: 3
15 to 14: 3
17 to  4: 1
 4 to 16: 1
 8 to 20: 3
15 to  3: 3
 2 to  1: 3
 8 to 16: 4
14 to 12: 4
16 to 11: 3
 7 to 18: 5
 7 to  5: 1
13 to  6: 4

Test Set #110
16 to  1: 5
15 to  3: 3
10 to 16: 3
20 to 11: 4
 5 to  9: 2
16 to 14: 5
16 to 12: 1
15 to 18: 1
 2 to  3: 2
 1 to 17: 6
10 to 17: 5
13 to  7: 3
16 to  7: 2
 9 to 13: 4
15 to 11: 3
 2 to 16: 2
15 to  7: 1
12 to  4: 2
 5 to 12: 2
18 to 10: 3
 8 to  9: 1
 2 to 11: 3
19 to  7: 2
20 to  5: 2
12 to  7: 3
19 to 11: 4
19 to 10: 3
19 to  8: 4
15 to  3: 3
 5 to  8: 3
12 to 14: 6
16 to 18: 4
 6 to  4: 4
13 to  5: 2
 1 to  7: 3
14 to 18: 1
17 to 15: 5
18 to 13: 5
16 to 10: 3
 8 to 12: 5
18 to  8: 2
 9 to 16: 3
12 to 13: 1
10 to  5: 2
12 to 11: 5
19 to 20: 3
16 to  6: 4
 1 to 11: 1
17 to 15: 5
10 to  9: 3
 1 to 13: 6

Test Set #111
 7 to  4: 3
10 to 15: 2
 3 to  5: 4
14 to 10: 4
 3 to 15: 5
 4 to  1: 1
 4 to  8: 6
18 to 11: 3
20 to 14: 1
 7 to 11: 4
 8 to 15: 3
 7 to 13: 4
 6 to 10: 5
10 to 19: 7
13 to 14: 4
17 to  1: 4
 8 to 10: 3
 4 to  5: 4
 9 to 10: 4
14 to  5: 2
 4 to 18: 4
10 to 19: 7
13 to  6: 3
 8 to  3: 6

Test Set #112
12 to 15: 4
10 to  4: 4
15 to  7: 2
19 to  6: 2
12 to  6: 4

Test Set #113
10 to  5: 4
 2 to  1: 1
15 to  4: 3
18 to  5: 4
20 to 16: 2
17 to 16: 3
 1 to  2: 1
10 to 11: 2
18 to  1: 2
12 to 11: 3
 6 to  3: 3
16 to 18: 4
 1 to 15: 2
 2 to 11: 2
 7 to 15: 3
13 to 12: 2
18 to  2: 1
16 to 19: 2
11 to 10: 2
20 to 19: 2
12 to  4: 1
15 to  9: 2
17 to  4: 4
 5 to 10: 4
 4 to  8: 4
16 to 12: 3
 6 to  4: 4
 1 to  9: 2
 7 to  1: 2

Test Set #114
18 to 11: 5
 9 to  5: 3
15 to  5: 2
15 to 12: 4
 8 to 10: 3
14 to 20: 5
 7 to 19: 2
 7 to 12: 4
20 to 17: 1
 6 to  9: 3
 7 to 15: 1
 1 to 19: 5
 3 to  2: 1
18 to  3: 2
 4 to  1: 4
14 to 10: 3
 3 to  2: 1
 2 to 12: 5
13 to 10: 4
14 to  9: 1
 5 to 12: 4
20 to 14: 5
18 to  1: 3
 5 to 19: 3
 4 to 20: 2
14 to 19: 4
 2 to 17: 3
10 to  8: 3
 4 to  6: 1
15 to  5: 2
11 to 14: 5
 4 to  7: 1
15 to 19: 1
 6 to 12: 4

Test Set #115
 2 to  5: 3
18 to 17: 3
17 to 12: 2
16 to  8: 2
16 to 15: 2
19 to  4: 4
18 to  8: 1
16 to 12: 1
 4 to 17: 3
 2 to 17: 3
14 to 10: 2
 3 to  9: 2
 5 to 14: 1
 3 to  7: 2
 8 to  5: 3

Test Set #116
 5 to 17: 1
10 to  1: 3
20 to  5: 5
 9 to 18: 2
16 to 17: 3
20 to  7: 2
10 to 20: 4
12 to 14: 3
 1 to  2: 2
19 to 17: 1
10 to 15: 3
17 to  2: 2
16 to 19: 2
16 to 12: 2
 9 to 15: 1
 8 to  3: 4
16 to  2: 1
14 to  1: 3
20 to  6: 2
 4 to 16: 1
 6 to  4: 2
20 to 12: 2
 2 to 17: 2
 1 to 20: 2
16 to  2: 1
17 to  8: 5
 2 to 13: 3
 5 to  1: 5
14 to  9: 2
18 to 17: 2
 5 to  6: 5
 9 to 17: 3
11 to  3: 1
20 to  6: 2
 1 to 14: 3
20 to 16: 3
 8 to  5: 6
 8 to 18: 3
13 to 12: 3
20 to  4: 2
 4 to 13: 1
 7 to 19: 3
20 to  4: 2
 2 to  5: 3
14 to  2: 1
 9 to 20: 1
13 to 16: 2
20 to  3: 2
 4 to  6: 2
17 to  2: 2
13 to 12: 3
13 to  3: 2
12 to 13: 3
 7 to  3: 2
12 to  3: 3
 7 to  2: 2
13 to  8: 2
11 to 16: 2
11 to  9: 2
19 to  4: 3
 8 to 20: 3
20 to  1: 2
13 to  4: 1
18 to 14: 2
14 to  5: 2
18 to 16: 1
 8 to  5: 6
 1 to  3: 3
 2 to  3: 2
13 to  4: 1
 4 to 18: 2
 4 to  1: 2
13 to 20: 1
11 to 12: 2
17 to  3: 4
14 to 13: 4
 1 to 14: 3
16 to 17: 3
 4 to 13: 1
 5 to 16: 4
 8 to 15: 4
 1 to  7: 3
 4 to 17: 4

Test Set #117
16 to 19: 4
17 to 10: 4
 3 to  8: 4
 2 to  8: 5
14 to 13: 2
16 to  5: 4
 2 to  4: 2
18 to 13: 3
 4 to 14: 3
20 to 10: 3
 6 to  7: 2
12 to 13: 7
11 to  7: 1
19 to  2: 3
 1 to 14: 3
18 to 11: 2
19 to  3: 4
 3 to  7: 2
20 to  8: 5
11 to 13: 3
10 to  1: 3
 9 to 14: 5
 3 to 16: 4
17 to 19: 2
19 to 14: 4
15 to  9: 5
10 to  4: 3
11 to 20: 2
20 to  5: 3
17 to 10: 4
13 to 10: 2
16 to  2: 1
10 to  1: 3
19 to 18: 3
 9 to  5: 3
16 to 20: 3
20 to  5: 3
10 to  8: 6
 4 to  3: 5
 3 to 19: 4
15 to 18: 1
 1 to 16: 3
 3 to  5: 2
10 to 11: 3
20 to  5: 3
14 to  4: 3
 9 to 11: 2
12 to 15: 7
16 to  1: 3
16 to 18: 3
 8 to  7: 2
 4 to  1: 4
 8 to 14: 6
12 to  5: 5
15 to  7: 4
18 to  2: 2
13 to  3: 4
 2 to 19: 3
19 to  6: 2
 2 to 13: 1
 3 to 19: 4
 2 to 16: 1
17 to  1: 3
10 to  4: 3
10 to 15: 4
 3 to 20: 3
 9 to  6: 3
14 to  6: 2
11 to  9: 2
20 to 14: 3
17 to  2: 3
16 to 14: 2
13 to 17: 4
 1 to  8: 5
 4 to  3: 5
 1 to 18: 2
13 to  6: 2
 5 to  9: 3
 4 to 17: 5
11 to 14: 3
15 to 12: 7
12 to  9: 2
19 to 15: 4
 1 to 11: 2

Test Set #118
 5 to  8: 3
 9 to 11: 2
19 to  6: 2
 5 to  8: 3
 8 to  4: 2
 8 to 12: 1
20 to 10: 4
20 to  7: 1
12 to  5: 3
18 to  6: 5
15 to  6: 3
10 to  8: 3
16 to  1: 6
 5 to  1: 2
14 to 12: 2
18 to  9: 5
 9 to 13: 1
12 to 18: 4
11 to 17: 2
18 to 20: 4
 5 to  6: 2
16 to  3: 4
 6 to 13: 3
 5 to 18: 3
20 to  4: 6
18 to  7: 3

Test Set #119
 8 to  1: 2
18 to 11: 2
20 to 12: 2
 2 to 12: 1
11 to  4: 1
17 to  1: 3
 3 to 16: 2
 8 to  6: 1
14 to 13: 3
15 to  6: 2
 3 to 14: 3
10 to  4: 3
13 to 20: 3
 1 to  3: 3
 3 to  4: 2
20 to 17: 2
19 to 11: 2
 9 to  3: 4
 7 to  1: 4
 8 to  6: 1
10 to 20: 3
18 to  3: 3
 4 to  6: 2
 5 to 19: 1
10 to 19: 2
 7 to 20: 1
 2 to  8: 2
 5 to 10: 3
 8 to  7: 2
 6 to 19: 2
 2 to  6: 3
20 to 19: 2
11 to 14: 2
15 to  6: 2
10 to  2: 2
14 to 16: 3
19 to  1: 1

Test Set #120
16 to  2: 5
 5 to 15: 2
 1 to 15: 2
18 to 11: 4
 5 to 20: 1
20 to 19: 3
18 to  8: 2
 9 to  2: 3
 9 to 15: 2
 4 to  8: 3
 9 to 11: 1
 1 to 12: 4
17 to 16: 4
 2 to 18: 1
18 to 13: 4
15 to  8: 2
 1 to 10: 2
 5 to 10: 2
12 to  5: 2
11 to 12: 3
19 to 11: 4
 6 to  7: 3
 9 to 14: 2
19 to  2: 1
 8 to  1: 2
17 to 12: 1
18 to  8: 2
15 to 20: 3
15 to  3: 3
 7 to  1: 3
 3 to  6: 5
 4 to 18: 2
20 to 19: 3
 8 to 20: 3
 8 to 19: 2
 7 to 16: 4
18 to  3: 3
18 to 10: 4
 8 to  7: 3
 2 to 10: 3
 5 to 19: 3
 2 to  4: 2
13 to  4: 2
19 to 16: 5
 6 to  7: 3
 6 to  4: 2
11 to 17: 3
 7 to 16: 4
18 to  8: 2
 3 to  1: 3
19 to  2: 1
13 to 12: 3
 7 to 12: 4
19 to 10: 4
 3 to 12: 5
11 to  1: 3
12 to 13: 3
 2 to 17: 2
 7 to 12: 4
11 to 18: 4
 7 to  6: 3
 4 to  3: 4
 2 to  3: 2
11 to 15: 3

Test Set #121
 8 to  4: 3
18 to  4: 5
17 to  9: 1
20 to  1: 2
13 to  4: 4
19 to 16: 1
13 to 19: 2
19 to  6: 4
12 to 11: 3
 7 to 11: 1
10 to  2: 1
 4 to  7: 3
 1 to 14: 2
 9 to  3: 3
10 to 15: 2
16 to  5: 3
 5 to  9: 2
16 to  5: 3
16 to  9: 1
10 to 13: 3
 7 to 11: 1
16 to  7: 2
 3 to 11: 2
 3 to  1: 2
16 to  7: 2
16 to  3: 2
 3 to 11: 2
13 to  5: 4
11 to  8: 2
12 to 18: 4
16 to 17: 2
11 to 14: 4
18 to  5: 5
18 to 15: 3
20 to  7: 2
 3 to 14: 2
 6 to 15: 3
 8 to 10: 2
12 to  5: 2
18 to  6: 2
16 to 20: 1
17 to  7: 2
10 to  4: 1
 5 to 20: 3
 5 to 10: 3
19 to  1: 3
13 to  7: 2
14 to  5: 1
 6 to  8: 3
19 to 20: 2
20 to 18: 4
19 to 16: 1
 5 to  6: 4
 8 to 16: 1
 3 to 10: 3
15 to  5: 4
10 to 15: 2
16 to 15: 2
20 to  2: 1
 2 to 20: 1
16 to  6: 3
 1 to 11: 3
 3 to 16: 2
 9 to 12: 2
13 to 15: 1
 2 to  1: 2
 7 to  9: 1
16 to  8: 1
 9 to  1: 1
 3 to 15: 3
15 to  1: 3
11 to 20: 3
12 to  7: 2
 4 to 19: 4
18 to 12: 4
18 to 17: 4
 7 to 16: 2
 7 to 18: 2
 3 to  4: 4
 5 to  9: 2
12 to 13: 3
13 to 10: 3
14 to 20: 2
20 to  8: 2
 6 to 15: 3
14 to  1: 2

Test Set #122
15 to  9: 3
17 to 12: 4
12 to 13: 4
13 to  3: 3
13 to 15: 3
20 to 11: 4
 6 to  8: 3
14 to 19: 3
 2 to  7: 3
20 to 18: 4
11 to 17: 4
20 to  3: 4
18 to 19: 3
 6 to  7: 4
10 to 20: 3
13 to 19: 3
18 to  6: 3
 4 to  3: 4
13 to  1: 2
18 to 14: 4
 2 to  6: 2
12 to  2: 3
20 to  5: 3
17 to 15: 4
20 to 12: 4
16 to  2: 2
20 to  9: 3
 6 to  5: 4
19 to  2: 2
14 to 11: 4
 4 to 19: 1
20 to 11: 4
 2 to  4: 1
 6 to 10: 2
 3 to 12: 6
16 to 20: 2
 5 to 15: 3
16 to  4: 2
11 to  8: 3
16 to 14: 2
 5 to 15: 3
 2 to  5: 3
 1 to  2: 2
19 to 16: 3
14 to  2: 3
11 to 17: 4
 2 to 20: 3
10 to  8: 3
18 to 16: 4
13 to  2: 1
 2 to  3: 4
19 to  4: 1
 9 to 11: 2
15 to 13: 3
 6 to  9: 2
 2 to  5: 3
13 to 19: 3
 9 to  2: 2
13 to  6: 3
 6 to 19: 2
18 to 11: 3
15 to 10: 3
18 to  3: 6
 1 to  8: 3
18 to  8: 1
17 to  1: 3
 2 to  6: 2
 4 to 13: 2
 8 to  4: 2

Test Set #123
 6 to 13: 2
 4 to  8: 4
15 to 17: 2
10 to  7: 3
18 to 19: 1
 7 to  6: 7
11 to 12: 6
20 to 18: 4
12 to 14: 4
20 to 18: 4
12 to 18: 1
10 to 17: 1
14 to  2: 5
 5 to  7: 7
16 to  9: 2
 9 to 13: 3
12 to 13: 4
15 to 10: 3
 8 to 16: 5
 8 to 16: 5
14 to 19: 4
 8 to 20: 3
 4 to 14: 4
16 to 10: 5
 7 to 19: 5
 6 to  2: 3
16 to  9: 2
14 to  8: 2
 1 to  5: 4
20 to  5: 7
 8 to 18: 3
14 to 18: 3
18 to 17: 2
 3 to 20: 7
 3 to 19: 2
 3 to  9: 1
 2 to 18: 2
13 to 19: 2
19 to  8: 4
11 to 15: 1
 6 to 11: 8
20 to 16: 6
20 to  9: 8
 5 to  1: 4
 5 to  2: 1
17 to  1: 1
 6 to  5: 4
14 to 15: 3
12 to  5: 2
 2 to  7: 6
19 to  8: 4
17 to 12: 3
 3 to  5: 4
14 to  4: 4
 5 to  1: 4
18 to  3: 3
20 to 14: 1
 4 to 10: 4
 1 to 18: 1
13 to  3: 2
18 to  1: 1
14 to 12: 4
 4 to  7: 5
14 to  2: 5
 8 to 10: 2
17 to  1: 1
19 to 18: 1
 9 to 17: 6
 2 to 17: 4
12 to 11: 6
 1 to 13: 4
18 to 17: 2
 2 to 12: 1
17 to  6: 5
20 to 16: 6
15 to 18: 4
16 to 11: 7
19 to 14: 4
20 to  8: 3
13 to 11: 8
 3 to 18: 3
 6 to 15: 7
12 to 13: 4
14 to  7: 3
14 to 19: 4
19 to 16: 1
19 to 15: 5
19 to  5: 2
20 to 11: 5
16 to  6: 1
19 to 18: 1
15 to 14: 3
15 to 10: 3
 6 to 12: 4
 1 to 15: 3

Test Set #124
19 to  6: 6
10 to 20: 2
15 to  2: 9

Test Set #125
 7 to 14: 3
 3 to  4: 3
12 to  4: 2
 3 to  8: 3
 8 to 12: 1
 8 to 16: 1
19 to  7: 3
 5 to  3: 1
18 to  2: 3
 6 to 10: 1
20 to  7: 2
 8 to 11: 1
 4 to 19: 4
14 to 11: 4
 3 to 19: 2
 4 to 18: 4
 6 to 14: 2
12 to  9: 1
10 to 13: 2
 3 to 13: 2
17 to 15: 2
 9 to 19: 3
10 to 19: 4
18 to 20: 2
 7 to  4: 4
19 to  9: 3
 8 to  7: 4
12 to 10: 2
16 to 12: 2
 7 to  6: 1
 3 to  2: 2
 8 to 20: 2
 2 to  3: 2
 1 to  2: 4
17 to 11: 3
 7 to  8: 4
17 to  7: 4
 4 to  6: 3
 8 to 14: 3
 9 to 19: 3
 3 to  4: 3
14 to 13: 2
10 to 15: 1
20 to  6: 1
 2 to 15: 2
10 to  6: 1
 5 to 10: 3
 2 to 12: 3
19 to 20: 3

Test Set #126
12 to 17: 4

Test Set #127
 5 to  4: 3
18 to  9: 3
14 to  5: 2
10 to  3: 1
19 to 13: 5
20 to 10: 1
10 to  9: 1
14 to 17: 2
 8 to  7: 1
14 to  7: 2
17 to 18: 4
 6 to  2: 4
 6 to 12: 3
14 to 17: 2
 4 to 15: 2
19 to  1: 1
 6 to 15: 3
 6 to  8: 1
16 to 10: 2
20 to 14: 2
 4 to  1: 3
 5 to 11: 2
 1 to 19: 1
10 to 20: 1
12 to  8: 3
15 to  7: 1
 2 to 19: 4

Test Set #128
12 to  9: 2
 2 to  5: 5
11 to 19: 1
 7 to 11: 1
 7 to 20: 3
17 to 15: 4
 6 to 16: 2
18 to 16: 2
 8 to 18: 3
14 to 11: 1
 1 to 13: 4
 8 to 12: 3
 2 to 15: 2
 8 to 18: 3
14 to 16: 2
 9 to  3: 2
10 to  9: 4
 5 to  8: 1
 3 to 18: 2
 2 to 13: 2
 6 to 16: 2
19 to  8: 3
20 to 16: 3
12 to 18: 2
11 to 19: 1
10 to 18: 3
 1 to  6: 2
15 to 11: 2
19 to 14: 1
 1 to 10: 1
 7 to  2: 3
12 to  6: 2
12 to 13: 3
16 to 14: 2
10 to  6: 1
11 to 15: 2
16 to  9: 1
 1 to  6: 2
 1 to  9: 5
 6 to  5: 4
 7 to 20: 3
 5 to 19: 4
 7 to  9: 3
 7 to 14: 2
19 to  6: 2
19 to 11: 1
 9 to  3: 2
 6 to 10: 1
 8 to 12: 3
 2 to 15: 2
16 to 15: 3
 7 to  8: 1
11 to  2: 2
14 to 15: 3
 5 to 14: 4
 5 to 18: 4
13 to 18: 1
 8 to  9: 4
20 to  9: 4
15 to  3: 3
19 to 13: 3
20 to 18: 2
 8 to  6: 3
12 to 20: 3
20 to  2: 1
16 to  6: 2
12 to  4: 2
13 to  3: 3
 2 to  7: 3
20 to 19: 3
 9 to  2: 4
17 to  1: 5
 4 to 14: 2
 3 to  9: 2
20 to 12: 3
 3 to 13: 3
 4 to  5: 4
 7 to 10: 3
13 to  2: 2
 8 to  7: 1
 5 to  1: 6
15 to 18: 3
 5 to  6: 4
 8 to  6: 3
17 to 10: 4
 4 to 16: 2
19 to 14: 1
 8 to 12: 3
17 to  6: 3
 9 to 19: 2
15 to 19: 3
 4 to 17: 3
 5 to  2: 5
14 to  9: 3
14 to  6: 2
 8 to 12: 3
13 to  4: 3

Test Set #129
19 to 20: 3
15 to  2: 3
 4 to 15: 3
 2 to 14: 7
 6 to 12: 8
 3 to 10: 1
17 to 18: 3
 1 to 15: 3
15 to 18: 2
14 to  6: 5
13 to 20: 3
14 to  2: 7
12 to  6: 8
12 to 10: 6
17 to  5: 3
17 to  1: 4
 5 to  6: 5
 8 to 17: 5
14 to 10: 3
16 to 19: 1
16 to 20: 4
20 to  9: 4
 6 to 15: 3

Test Set #130
 3 to 16: 2
16 to  1: 3
11 to 13: 1
 5 to  9: 2
11 to  8: 1
13 to  6: 2
11 to  5: 2
 8 to 12: 3
 2 to 20: 3
14 to 15: 1
 9 to  3: 3
 9 to 10: 3
 2 to 16: 3
11 to  9: 2
12 to 13: 2
20 to 16: 2
 9 to  1: 2
15 to 18: 3
 3 to  8: 3
13 to 20: 2
 8 to 18: 1
 6 to 19: 1
12 to 15: 3
 2 to 14: 2
19 to 11: 2
11 to  4: 2
 7 to  5: 2
 9 to  8: 2
 6 to  9: 3
 6 to 11: 2
16 to  2: 3
12 to  4: 1
11 to 17: 1
 1 to  2: 3
11 to 12: 3
19 to 15: 2
 1 to 18: 3
 9 to  7: 3
13 to  9: 2
 9 to 12: 1
 8 to  9: 2
14 to  2: 2
 3 to 13: 1
13 to 10: 1
16 to 15: 1
 8 to 13: 2
16 to 11: 3
15 to  9: 2
12 to 16: 2
12 to 16: 2
 7 to  6: 1
 8 to  5: 2
16 to  5: 3
18 to 11: 2
16 to 19: 1
11 to 20: 1
 3 to 14: 2
 3 to 11: 2
 7 to 15: 4
 9 to 18: 3
 7 to 13: 2
 3 to 14: 2
 3 to  8: 3
14 to  8: 1
16 to 17: 2
 9 to  3: 3
 4 to 19: 3
10 to  5: 2
19 to 13: 3
 2 to  1: 3
 7 to 11: 1
 1 to  5: 1
10 to 15: 3

Test Set #131
16 to 15: 2
 3 to 20: 5
 6 to 16: 2
20 to  5: 1
 8 to  4: 2
 7 to 20: 4
 5 to 14: 2
11 to 12: 3
11 to  8: 2
 6 to 16: 2
 2 to 17: 2
 2 to 13: 2
 3 to 19: 4
 8 to  7: 2
 5 to 18: 4
20 to  2: 4
 5 to 10: 2
 1 to 18: 3
 4 to  7: 2
 8 to 14: 1
14 to  3: 3
18 to  4: 3
 6 to 16: 2
13 to  2: 2
 8 to 11: 2
 1 to  7: 2
 1 to 13: 1
19 to 18: 3
14 to  8: 1
 2 to  6: 3
 4 to 13: 3
 4 to 15: 1
18 to 19: 3
18 to 11: 1
 7 to  4: 2
20 to  4: 4
14 to 18: 3
11 to 17: 2
19 to  1: 3
 5 to 12: 3
20 to 11: 4
 2 to 12: 2
 4 to  1: 2
 7 to  3: 5
10 to 12: 2
19 to  5: 1
 5 to  2: 3
13 to  1: 1
11 to  9: 3
 5 to  6: 2
16 to 12: 1
16 to 13: 1
16 to 12: 1
17 to  8: 4
11 to  2: 3
17 to  8: 4
10 to 19: 1
20 to 16: 3
 9 to  8: 5
 5 to  3: 4
 6 to 20: 3
11 to 18: 1
10 to  4: 1
20 to 11: 4
15 to 11: 2
11 to 17: 2
20 to  3: 5
 5 to 15: 3
10 to 17: 3
14 to  6: 1
10 to  6: 2
 7 to 17: 4
19 to 15: 2
10 to 16: 3
18 to 20: 5
19 to 18: 3
 9 to 17: 1
14 to  9: 4
 9 to  1: 3
 1 to 13: 1
 3 to 12: 3
11 to 16: 3
13 to  2: 2
13 to  3: 3
 4 to 20: 4
 8 to  9: 5
16 to 11: 3
 3 to 18: 3
16 to 11: 3
 6 to  5: 2
 8 to 17: 4

Test Set #132
 2 to 10: 1
 5 to 19: 2
17 to  9: 2
 2 to 18: 2
 6 to 10: 3
11 to 18: 1
 3 to 18: 3
17 to 12: 3
 4 to 18: 2
 5 to 19: 2
 9 to  7: 2
18 to  2: 2
 2 to 20: 3
14 to  4: 1
 2 to 19: 3
11 to 13: 2
 4 to  9: 2
 8 to 14: 2
19 to 13: 3
 8 to 16: 1
19 to  3: 2
14 to 15: 2
 3 to 17: 3
 6 to  8: 3
13 to  1: 3
14 to  9: 3
10 to 13: 4
 9 to 17: 2
14 to 11: 1
12 to  5: 3
10 to 11: 2
13 to 12: 3
 5 to  7: 2
11 to 20: 2
 6 to  2: 2
16 to  7: 2
13 to  3: 1
12 to 17: 3
12 to  7: 2
 4 to  7: 1
 6 to 16: 3
 3 to  2: 3
 7 to  1: 3
18 to 15: 3
 3 to 14: 2
 6 to 12: 3
 2 to  5: 3
 8 to  2: 2
 6 to 17: 2
18 to  9: 4

Test Set #133
 6 to 17: 4
 2 to 15: 2
17 to 19: 3
 6 to  1: 3
15 to  3: 3
 6 to 12: 2
 5 to  4: 3
 3 to  2: 1
 1 to 18: 2
 8 to  6: 3
 5 to  6: 2
14 to 11: 4
 7 to  1: 2
 6 to  3: 2
14 to  2: 2
 5 to 16: 3
15 to 12: 2
 2 to 16: 1
17 to  3: 2
 7 to  9: 1
 6 to  4: 3
 9 to 15: 2
 7 to 19: 2
14 to  1: 1
18 to 12: 3
19 to 17: 3
 2 to  1: 1
 7 to 20: 3
 2 to  4: 1
 5 to 10: 2
 6 to  8: 3
 5 to  9: 3
10 to 16: 3
 2 to  4: 1
16 to 15: 1
 8 to  5: 3
10 to  7: 4
20 to  6: 1
12 to 13: 1
11 to 12: 5
 5 to 12: 3
 5 to 10: 2
13 to  2: 2
 3 to  1: 1
 2 to  8: 2
20 to  5: 1
18 to 20: 2
14 to  7: 3
10 to 14: 2
18 to  2: 2
 6 to 16: 3
 6 to 20: 1
 2 to 16: 1
14 to 18: 1
 8 to  5: 3
 2 to  1: 1
15 to  6: 3
 1 to 11: 3
12 to 10: 3
 3 to  9: 2
 3 to  1: 1
 6 to 14: 2
16 to 18: 3
19 to 17: 3
14 to  1: 1
20 to  2: 1
 4 to 18: 3
 1 to 10: 2
10 to 11: 3
 7 to 15: 1
19 to 15: 1
14 to 10: 2
10 to  8: 1
 3 to  6: 2
 1 to  3: 1
13 to  4: 2
 8 to 14: 2
 4 to 14: 3
 4 to  6: 3
 5 to  4: 3
13 to  9: 3
 7 to 20: 3
19 to  3: 2
 6 to  4: 3
19 to 17: 3
16 to 18: 3
13 to  5: 3
 2 to 15: 2
10 to 18: 1
 7 to 17: 4
 1 to  7: 2
14 to  5: 2
12 to 18: 3

Test Set #134
20 to 16: 3
 2 to  5: 3
 1 to 17: 2
 2 to  8: 1
 3 to  8: 2
18 to 16: 2
 8 to 17: 5
 4 to 20: 3
12 to 16: 2
 4 to  2: 3
10 to 12: 3
12 to 15: 2
 2 to 10: 2
20 to 15: 2
13 to 14: 3
20 to  1: 1
11 to 10: 2
13 to 20: 3
 8 to  7: 4
18 to  7: 2
11 to 19: 3
 7 to 14: 2
19 to 15: 4
 3 to  2: 1
 2 to 14: 1
 2 to  8: 1
 3 to  7: 2
17 to 12: 1
 6 to 16: 4
19 to 18: 3
16 to 18: 2
 3 to 14: 2
19 to 17: 1
10 to  5: 3
17 to 20: 3
 2 to  8: 1
 9 to  4: 4
10 to 15: 3
 7 to  9: 3
15 to 16: 2
10 to 14: 1
 7 to  2: 3
12 to 20: 2
 6 to 10: 4
17 to 12: 1
18 to 20: 4
14 to  4: 3
 9 to 19: 5
15 to 16: 2
10 to  3: 1
11 to  1: 2
 1 to  3: 4
14 to 17: 3
18 to  2: 2
12 to 16: 2
16 to  7: 1
18 to  6: 5
 2 to 17: 4
13 to  9: 4
12 to  7: 2
 9 to  2: 2
 9 to  5: 4
13 to 14: 3
11 to 14: 1
16 to 15: 2
 7 to 15: 1
18 to  9: 4
16 to  1: 3
 4 to 10: 2
 2 to  5: 3
 8 to  1: 3
 9 to 12: 3
